"X1","X2","X3","X4","X5","cus_id"
"FLORBÚ","MILKA","CHIPS.AHOY","FILIPINOS","FRUTOP","45369949"
"FILIPINOS","OREO","MILKA","JACOBS","LAMBERTZ","45409635"
"INSULAR","FILIPINOS","FLORBÚ","FRUTOP","CHIPS.AHOY","45409661"
"SABOROSA","OREO","FILIPINOS","MILKA","DU.BOIS.DE.LA.ROCHE","45559604"
"TRIUNFO","MCVITIES","JACOBS","GRAN.PAVESI","CHIPS.AHOY","45649777"
"GULLON","BALCONI","BAUDUCCO","MCVITIES","CHIPS.AHOY","45669818"
"BALCONI","GULLON","OREO","FRUTOP","INSULAR","45729602"
"INSULAR","GULLON","DISNEY","FRUTOP","CHIPS.AHOY","45729819"
"NACIONAL","ARTIACH","CHIPS.AHOY","SNAPPY","SABOROSA","45729954"
"FLORBÚ","LAMBERTZ","CARR.S","CHIPS.AHOY","SNAPPY","45769973"
"CARR.S","CUETARA","CHIPS.AHOY","NUTELLA","BELVITA","45819856"
"NACIONAL","OREO","SABOROSA","DELIPICK.","TUC","46129828"
"LAMBERTZ","MCVITIES","FLORBÚ","CHIPS.AHOY","BAUDUCCO","46159926"
"GULLON","DELIPICK.","OREO","BAUDUCCO","INSULAR","46179587"
"FLORBÚ","CHIPS.AHOY","DELIPICK.","MILKA","DAN.CAKE","46199830"
"NACIONAL","OREO","SABOROSA","BALCONI","LA.BURGALESA","46279661"
"DISNEY","DELIPICK.","CHIPS.AHOY","FLORBÚ","DAN.CAKE","46289575"
"FLORBÚ","NUTELLA","FRUTOP","CHIPS.AHOY","DAN.CAKE","46319846"
"FLORBÚ","NUTELLA","LAMBERTZ","CHIPS.AHOY","FRUTOP","46349979"
"JACOBS","LA.BURGALESA","CHIPS.AHOY","BELVITA","GRAN.PAVESI","46369739"
"LA.BURGALESA","NUTELLA","DELIPICK.","DAILIDOCE","CHIPS.AHOY","46379873"
"GULLON","OREO","NACIONAL","LAMBERTZ","INSULAR","46379982"
"FLORBÚ","CHIPS.AHOY","CUETARA","NACIONAL","DELIPICK.","46409574"
"CUETARA","FLORBÚ","TRIUNFO","CHIPS.AHOY","ARTIACH","46409826"
"INSULAR","DULCA","OREO","FLORBÚ","MARILAN","46439894"
"GULLON","BALCONI","NACIONAL","OREO","SABOROSA","46489831"
"CHIPS.AHOY","CARR.S","MARILAN","NUTELLA","SNAPPY","46609760"
"LAMBERTZ","FLORBÚ","FRUTOP","CHIPS.AHOY","SABOROSA","46659918"
"INSULAR","LAMBERTZ","LA.BURGALESA","MARILAN","CHIPS.AHOY","46839543"
"LA.BURGALESA","CHIPS.AHOY","DELIPICK.","FLORBÚ","LAMBERTZ","46849605"
"SNAPPY","INSULAR","LAMBERTZ","CHIPS.AHOY","CARR.S","46849816"
"CARR.S","CHIPS.AHOY","NUTELLA","PROALIMENTAR","SNAPPY","46869690"
"CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","FRUTOP","SABOROSA","MILKA","47069929"
"DELIPICK.","CHIPS.AHOY","FLORBÚ","OREO","VIEIRA..DE.CASTRO","47119983"
"OREO","LAMBERTZ","SABOROSA","TRIUNFO","DISNEY","47199757"
"CHIPS.AHOY","FILIPINOS","GULLON","MCVITIES","TUC","47299897"
"NACIONAL","CHIPS.AHOY","TRIUNFO","DULCA","BALCONI","47329978"
"JACOBS","CHIPS.AHOY","BAHLSEN","FRUTOP","DISNEY","47349990"
"JACOBS","OREO","PROALIMENTAR","DAILIDOCE","NUTELLA","47409797"
"DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","SABOROSA","FRUTOP","DELIPICK.","47409814"
"BAUDUCCO","PROALIMENTAR","LAMBERTZ","CHIPS.AHOY","NUTELLA","47519536"
"DELIPICK.","ARTIACH","CHIPS.AHOY","BALCONI","MCVITIES","47519827"
"CHIPS.AHOY","DELIPICK.","CARR.S","FLORBÚ","DULCA","47649695"
"SNAPPY","DU.BOIS.DE.LA.ROCHE","SABOROSA","CHIPS.AHOY","FRUTOP","47729807"
"CHIPS.AHOY","NUTELLA","JACOBS","FRUTOP","DISNEY","47889961"
"NACIONAL","LAMBERTZ","INSULAR","DELIPICK.","OREO","47899869"
"INSULAR","CHIPS.AHOY","FRUTOP","FLORBÚ","FILIPINOS","48009606"
"DAILIDOCE","CHIPS.AHOY","LAMBERTZ","DELIPICK.","DU.BOIS.DE.LA.ROCHE","48009896"
"FLORBÚ","NACIONAL","CHIPS.AHOY","NUTELLA","LAMBERTZ","48029585"
"NACIONAL","INSULAR","CHIPS.AHOY","SNAPPY","MCVITIES","48049896"
"FRUTOP","DELIPICK.","OREO","JACOBS","ARTIACH","48159996"
"FLORBÚ","FILIPINOS","PROALIMENTAR","DELIPICK.","CHIPS.AHOY","48179958"
"DELIPICK.","FLORBÚ","DULCA","CARR.S","OREO","48199798"
"DULCA","DAN.CAKE","OREO","SNAPPY","BALCONI","48219933"
"FLORBÚ","DU.BOIS.DE.LA.ROCHE","LAMBERTZ","PROALIMENTAR","CHIPS.AHOY","48439956"
"BALCONI","CHIPS.AHOY","NACIONAL","MARILAN","CUETARA","48479522"
"INSULAR","LAMBERTZ","BALCONI","CHIPS.AHOY","MARILAN","48509865"
"CHIPS.AHOY","CARR.S","SNAPPY","MARILAN","BAHLSEN","48539899"
"SNAPPY","MARILAN","MCVITIES","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","48549830"
"CHIPS.AHOY","FLORBÚ","DULCA","PROALIMENTAR","OREO","48669585"
"SABOROSA","OREO","BAUDUCCO","ARTIACH","FLORBÚ","48819714"
"NUTELLA","FLORBÚ","OREO","CHIPS.AHOY","ARTIACH","48829987"
"NACIONAL","CHIPS.AHOY","BALCONI","CUETARA","LAMBERTZ","48889801"
"TRIUNFO","SABOROSA","FRUTOP","CHIPS.AHOY","LAMBERTZ","48909989"
"DU.BOIS.DE.LA.ROCHE","DISNEY","LAMBERTZ","VIEIRA..DE.CASTRO","OREO","48929631"
"BALCONI","CUETARA","MARILAN","NACIONAL","CHIPS.AHOY","48929800"
"CHIPS.AHOY","JACOBS","CUETARA","FLORBÚ","NUTELLA","48929881"
"NACIONAL","OREO","SABOROSA","ARTIACH","LA.BURGALESA","48939821"
"GULLON","BALCONI","NACIONAL","OREO","SABOROSA","48949721"
"INSULAR","LAMBERTZ","OREO","MARILAN","DAN.CAKE","49159936"
"INSULAR","FRUTOP","BALCONI","FLORBÚ","CHIPS.AHOY","49309853"
"INSULAR","NACIONAL","OREO","JACOBS","FILIPINOS","49319652"
"CUETARA","FLORBÚ","CHIPS.AHOY","BALCONI","ARTIACH","49459807"
"NUTELLA","FLORBÚ","CHIPS.AHOY","CUETARA","NACIONAL","49499942"
"CHIPS.AHOY","FRUTOP","BALCONI","SNAPPY","GULLON","49579941"
"MARILAN","DELIPICK.","NACIONAL","CHIPS.AHOY","JACOBS","49719951"
"OREO","SABOROSA","FRUTOP","MILKA","INSULAR","49939636"
"NACIONAL","LA.BURGALESA","BALCONI","CHIPS.AHOY","VIEIRA..DE.CASTRO","49939816"
"FLORBÚ","OREO","CHIPS.AHOY","NUTELLA","LAMBERTZ","49969707"
"OREO","SABOROSA","DISNEY","BAHLSEN","FILIPINOS","49969850"
"OREO","SABOROSA","NACIONAL","DELIPICK.","BAHLSEN","50029548"
"DELIPICK.","LA.BURGALESA","CHIPS.AHOY","SABOROSA","BALCONI","50029638"
"CUETARA","NACIONAL","BALCONI","CHIPS.AHOY","CARR.S","50069642"
"FLORBÚ","DELIPICK.","CHIPS.AHOY","BAHLSEN","NUTELLA","50099615"
"SABOROSA","BAHLSEN","CARR.S","VIEIRA..DE.CASTRO","CHIPS.AHOY","50099728"
"INSULAR","NACIONAL","OREO","SABOROSA","LA.BURGALESA","50099912"
"CHIPS.AHOY","SNAPPY","DU.BOIS.DE.LA.ROCHE","FLORBÚ","DULCA","50129744"
"CARR.S","CHIPS.AHOY","NUTELLA","SNAPPY","DULCA","50199580"
"DU.BOIS.DE.LA.ROCHE","FILIPINOS","OREO","BAHLSEN","VIEIRA..DE.CASTRO","50239830"
"FRUTOP","FLORBÚ","ARTIACH","CHIPS.AHOY","MILKA","50279938"
"DELIPICK.","CHIPS.AHOY","FRUTOP","LAMBERTZ","JACOBS","50289781"
"FLORBÚ","CHIPS.AHOY","CARR.S","DULCA","CUETARA","50309997"
"FLORBÚ","NUTELLA","ARTIACH","CHIPS.AHOY","NACIONAL","50359965"
"NACIONAL","BALCONI","LA.BURGALESA","CHIPS.AHOY","OREO","50379698"
"DELIPICK.","NACIONAL","JACOBS","CHIPS.AHOY","VIEIRA..DE.CASTRO","50479791"
"NACIONAL","CUETARA","LAMBERTZ","DELIPICK.","CHIPS.AHOY","50489953"
"BALCONI","ARTIACH","TRIUNFO","NUTELLA","OREO","50519931"
"FRUTOP","INSULAR","FLORBÚ","CHIPS.AHOY","GULLON","50619780"
"BALCONI","GULLON","OREO","NACIONAL","SABOROSA","50629997"
"SABOROSA","BAHLSEN","OREO","BAUDUCCO","INSULAR","50689836"
"LAMBERTZ","DELIPICK.","NACIONAL","CHIPS.AHOY","CARR.S","50689912"
"NUTELLA","NACIONAL","FLORBÚ","LAMBERTZ","CHIPS.AHOY","50739844"
"DELIPICK.","BALCONI","LA.BURGALESA","CHIPS.AHOY","VIEIRA..DE.CASTRO","50759569"
"CUETARA","DELIPICK.","CHIPS.AHOY","JACOBS","DAN.CAKE","50779606"
"FRUTOP","SABOROSA","OREO","BALCONI","TUC","50799928"
"CHIPS.AHOY","FLORBÚ","DU.BOIS.DE.LA.ROCHE","DELIPICK.","NACIONAL","50869590"
"INSULAR","OREO","DU.BOIS.DE.LA.ROCHE","SABOROSA","DISNEY","50879576"
"CHIPS.AHOY","DELIPICK.","FRUTOP","FLORBÚ","LA.BURGALESA","50969868"
"FLORBÚ","CHIPS.AHOY","DELIPICK.","MILKA","CARR.S","50999984"
"CHIPS.AHOY","PROALIMENTAR","CARR.S","MARILAN","FRUTOP","51029625"
"SNAPPY","MILKA","DU.BOIS.DE.LA.ROCHE","LAMBERTZ","CHIPS.AHOY","51109607"
"DELIPICK.","SNAPPY","OREO","DISNEY","LAMBERTZ","51199835"
"NACIONAL","BALCONI","CUETARA","CARR.S","CHIPS.AHOY","51269972"
"LA.BURGALESA","MCVITIES","DAILIDOCE","INSULAR","CHIPS.AHOY","51289528"
"LAMBERTZ","NACIONAL","NUTELLA","CHIPS.AHOY","CUETARA","51319656"
"CHIPS.AHOY","SNAPPY","CARR.S","BELVITA","NACIONAL","51419884"
"CARR.S","LAMBERTZ","MCVITIES","BELVITA","CHIPS.AHOY","51529853"
"NACIONAL","LAMBERTZ","OREO","INSULAR","BAUDUCCO","51559819"
"CHIPS.AHOY","DELIPICK.","NACIONAL","FILIPINOS","FLORBÚ","51639797"
"CARR.S","JACOBS","DAILIDOCE","CHIPS.AHOY","LAMBERTZ","51719813"
"LAMBERTZ","FRUTOP","FLORBÚ","CHIPS.AHOY","BELVITA","51749812"
"INSULAR","DU.BOIS.DE.LA.ROCHE","NACIONAL","OREO","SABOROSA","51749997"
"CHIPS.AHOY","FRUTOP","DAILIDOCE","PROALIMENTAR","INSULAR","51839574"
"LAMBERTZ","NACIONAL","OREO","DISNEY","SNAPPY","51919585"
"CARR.S","INSULAR","MCVITIES","CHIPS.AHOY","PROALIMENTAR","51929932"
"INSULAR","CHIPS.AHOY","MCVITIES","PROALIMENTAR","MARILAN","51939992"
"NACIONAL","GULLON","OREO","LAMBERTZ","JACOBS","52039819"
"FILIPINOS","NACIONAL","FLORBÚ","PROALIMENTAR","CHIPS.AHOY","52039852"
"LAMBERTZ","FLORBÚ","TRIUNFO","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","52089714"
"CHIPS.AHOY","FLORBÚ","NACIONAL","CARR.S","LA.BURGALESA","52129851"
"FLORBÚ","LAMBERTZ","CHIPS.AHOY","NUTELLA","NACIONAL","52219962"
"BELVITA","MCVITIES","INSULAR","LAMBERTZ","CHIPS.AHOY","52269599"
"SABOROSA","CHIPS.AHOY","DULCA","SNAPPY","DAILIDOCE","52319605"
"JACOBS","DISNEY","VIEIRA..DE.CASTRO","CHIPS.AHOY","DELIPICK.","52319807"
"CHIPS.AHOY","SNAPPY","CARR.S","NACIONAL","BAHLSEN","52319932"
"INSULAR","PROALIMENTAR","NACIONAL","CHIPS.AHOY","MARILAN","52379615"
"BALCONI","DELIPICK.","FILIPINOS","CHIPS.AHOY","LAMBERTZ","52559517"
"MARILAN","PROALIMENTAR","BELVITA","CARR.S","CHIPS.AHOY","52639869"
"FILIPINOS","FLORBÚ","OREO","BAHLSEN","SABOROSA","52649606"
"FLORBÚ","NUTELLA","PROALIMENTAR","CHIPS.AHOY","CARR.S","52649644"
"NACIONAL","BALCONI","TRIUNFO","CUETARA","CHIPS.AHOY","52679821"
"CHIPS.AHOY","SNAPPY","CARR.S","BAHLSEN","SABOROSA","52709984"
"OREO","BALCONI","GULLON","NACIONAL","INSULAR","52739986"
"BAHLSEN","FILIPINOS","OREO","DELIPICK.","DISNEY","52759663"
"INSULAR","SABOROSA","OREO","FRUTOP","MCVITIES","52889969"
"JACOBS","DELIPICK.","CHIPS.AHOY","DULCA","LAMBERTZ","52969816"
"DELIPICK.","CHIPS.AHOY","FRUTOP","LAMBERTZ","CARR.S","52989686"
"ARTIACH","FRUTOP","CHIPS.AHOY","JACOBS","NACIONAL","53119647"
"SABOROSA","FRUTOP","OREO","DU.BOIS.DE.LA.ROCHE","MILKA","53129773"
"DISNEY","FLORBÚ","FILIPINOS","CHIPS.AHOY","BAHLSEN","53139937"
"INSULAR","DU.BOIS.DE.LA.ROCHE","MILKA","OREO","NACIONAL","53219594"
"GULLON","INSULAR","BALCONI","OREO","BAUDUCCO","53249609"
"LAMBERTZ","CUETARA","DISNEY","CHIPS.AHOY","BAUDUCCO","53309567"
"OREO","BAUDUCCO","DU.BOIS.DE.LA.ROCHE","GRAN.PAVESI","LAMBERTZ","53449868"
"FLORBÚ","NUTELLA","FRUTOP","CHIPS.AHOY","BAHLSEN","53449947"
"BAUDUCCO","DU.BOIS.DE.LA.ROCHE","JACOBS","OREO","DELIPICK.","53529990"
"CUETARA","CHIPS.AHOY","PROALIMENTAR","NACIONAL","INSULAR","53629714"
"CHIPS.AHOY","BALCONI","NACIONAL","TUC","LAMBERTZ","53649964"
"FRUTOP","FLORBÚ","BALCONI","CHIPS.AHOY","MILKA","53659748"
"FLORBÚ","CHIPS.AHOY","DELIPICK.","MILKA","BALCONI","53709851"
"NACIONAL","INSULAR","OREO","MILKA","DISNEY","53709984"
"CHIPS.AHOY","LAMBERTZ","NACIONAL","OREO","DU.BOIS.DE.LA.ROCHE","53759799"
"CHIPS.AHOY","CARR.S","LAMBERTZ","SNAPPY","FILIPINOS","53789855"
"LA.BURGALESA","CHIPS.AHOY","VIEIRA..DE.CASTRO","PROALIMENTAR","DELIPICK.","53819793"
"FLORBÚ","DAN.CAKE","CHIPS.AHOY","TUC","ARTIACH","53849921"
"BALCONI","LA.BURGALESA","INSULAR","CUETARA","CHIPS.AHOY","53989880"
"OREO","INSULAR","MILKA","TUC","DISNEY","54009814"
"INSULAR","DAN.CAKE","FLORBÚ","PROALIMENTAR","CHIPS.AHOY","54049864"
"MCVITIES","INSULAR","CHIPS.AHOY","LAMBERTZ","JACOBS","54079912"
"CARR.S","CHIPS.AHOY","MCVITIES","DU.BOIS.DE.LA.ROCHE","SNAPPY","54099615"
"DAN.CAKE","FLORBÚ","CHIPS.AHOY","TRIUNFO","DELIPICK.","54179843"
"SABOROSA","OREO","FILIPINOS","BAHLSEN","GRAN.PAVESI","54219546"
"NACIONAL","FLORBÚ","LAMBERTZ","CHIPS.AHOY","NUTELLA","54279893"
"FLORBÚ","JACOBS","DELIPICK.","NUTELLA","CHIPS.AHOY","54339683"
"FLORBÚ","CHIPS.AHOY","DELIPICK.","NACIONAL","BALCONI","54339877"
"INSULAR","OREO","MCVITIES","DU.BOIS.DE.LA.ROCHE","SABOROSA","54449732"
"OREO","SABOROSA","DU.BOIS.DE.LA.ROCHE","FILIPINOS","MILKA","54589898"
"CARR.S","LAMBERTZ","CHIPS.AHOY","FRUTOP","DU.BOIS.DE.LA.ROCHE","54599800"
"NACIONAL","BALCONI","ARTIACH","CHIPS.AHOY","BAUDUCCO","54689670"
"CHIPS.AHOY","FILIPINOS","GULLON","MCVITIES","TUC","54839800"
"NACIONAL","LAMBERTZ","DAILIDOCE","INSULAR","OREO","54869841"
"NUTELLA","FLORBÚ","CHIPS.AHOY","NACIONAL","LAMBERTZ","54969569"
"FLORBÚ","DELIPICK.","CHIPS.AHOY","BAUDUCCO","VIEIRA..DE.CASTRO","54969865"
"CHIPS.AHOY","DELIPICK.","DULCA","NACIONAL","FLORBÚ","54989628"
"DULCA","LAMBERTZ","DELIPICK.","OREO","TUC","55119753"
"MILKA","DELIPICK.","OREO","DAN.CAKE","FLORBÚ","55129810"
"NACIONAL","CUETARA","CHIPS.AHOY","DELIPICK.","CARR.S","55139560"
"DELIPICK.","CHIPS.AHOY","FILIPINOS","CARR.S","DAN.CAKE","55149832"
"OREO","SABOROSA","DU.BOIS.DE.LA.ROCHE","FRUTOP","FILIPINOS","55169787"
"CHIPS.AHOY","CARR.S","FLORBÚ","VIEIRA..DE.CASTRO","LA.BURGALESA","55239784"
"NUTELLA","FLORBÚ","CHIPS.AHOY","LAMBERTZ","CARR.S","55259950"
"LAMBERTZ","INSULAR","DELIPICK.","JACOBS","CHIPS.AHOY","55399866"
"FLORBÚ","NUTELLA","CHIPS.AHOY","ARTIACH","NACIONAL","55409579"
"CHIPS.AHOY","LA.BURGALESA","NUTELLA","FILIPINOS","BAHLSEN","55539869"
"PROALIMENTAR","DAILIDOCE","BELVITA","GRAN.PAVESI","CHIPS.AHOY","55559919"
"TUC","OREO","GRAN.PAVESI","BAHLSEN","FILIPINOS","55579896"
"NACIONAL","OREO","TRIUNFO","BALCONI","SNAPPY","55589990"
"BALCONI","GULLON","OREO","NACIONAL","TUC","55619636"
"CUETARA","BALCONI","ARTIACH","CHIPS.AHOY","NUTELLA","55659902"
"LAMBERTZ","CHIPS.AHOY","NACIONAL","DU.BOIS.DE.LA.ROCHE","SNAPPY","55699764"
"LAMBERTZ","CHIPS.AHOY","NUTELLA","DAILIDOCE","FLORBÚ","55709533"
"SABOROSA","OREO","DELIPICK.","TUC","FRUTOP","55849881"
"CUETARA","NACIONAL","MARILAN","CHIPS.AHOY","LA.BURGALESA","55889624"
"CARR.S","NUTELLA","FLORBÚ","DAN.CAKE","CHIPS.AHOY","55909600"
"OREO","INSULAR","BAUDUCCO","BAHLSEN","DISNEY","55919561"
"CHIPS.AHOY","JACOBS","CARR.S","NUTELLA","TUC","56089980"
"NUTELLA","FLORBÚ","CHIPS.AHOY","BAUDUCCO","PROALIMENTAR","56229619"
"CARR.S","VIEIRA..DE.CASTRO","DAILIDOCE","CHIPS.AHOY","DULCA","56229800"
"CHIPS.AHOY","FLORBÚ","DELIPICK.","NACIONAL","LA.BURGALESA","56269571"
"INSULAR","DISNEY","DU.BOIS.DE.LA.ROCHE","OREO","SABOROSA","56269748"
"PROALIMENTAR","DELIPICK.","BALCONI","CHIPS.AHOY","GRAN.PAVESI","56269999"
"TRIUNFO","OREO","TUC","INSULAR","LA.BURGALESA","56289796"
"DISNEY","SNAPPY","SABOROSA","OREO","MCVITIES","56299930"
"OREO","MCVITIES","DELIPICK.","SABOROSA","SNAPPY","56569752"
"OREO","SABOROSA","DISNEY","DU.BOIS.DE.LA.ROCHE","GRAN.PAVESI","56629813"
"BALCONI","CHIPS.AHOY","LA.BURGALESA","CUETARA","FRUTOP","56639598"
"OREO","SABOROSA","BAHLSEN","DELIPICK.","VIEIRA..DE.CASTRO","56669958"
"NACIONAL","BALCONI","CHIPS.AHOY","OREO","LAMBERTZ","56679721"
"CARR.S","CHIPS.AHOY","NUTELLA","DAILIDOCE","LAMBERTZ","56789778"
"MCVITIES","CHIPS.AHOY","DELIPICK.","MARILAN","BELVITA","56829838"
"NACIONAL","OREO","TRIUNFO","SABOROSA","CHIPS.AHOY","56869794"
"NUTELLA","JACOBS","BALCONI","ARTIACH","OREO","56939689"
"NACIONAL","SABOROSA","OREO","BALCONI","TRIUNFO","57019943"
"FLORBÚ","NACIONAL","CHIPS.AHOY","NUTELLA","LAMBERTZ","57199920"
"SABOROSA","VIEIRA..DE.CASTRO","OREO","DISNEY","BAHLSEN","57269625"
"CHIPS.AHOY","NACIONAL","BALCONI","LAMBERTZ","CUETARA","57369659"
"FILIPINOS","DELIPICK.","TUC","OREO","BAHLSEN","57369892"
"LAMBERTZ","CHIPS.AHOY","BAUDUCCO","FILIPINOS","NACIONAL","57399788"
"TRIUNFO","FLORBÚ","CHIPS.AHOY","DU.BOIS.DE.LA.ROCHE","SNAPPY","57419910"
"NACIONAL","CUETARA","LA.BURGALESA","CHIPS.AHOY","SNAPPY","57459952"
"NUTELLA","FLORBÚ","CHIPS.AHOY","LAMBERTZ","JACOBS","57589744"
"CHIPS.AHOY","OREO","SABOROSA","NACIONAL","INSULAR","57669579"
"BALCONI","DAN.CAKE","DISNEY","ARTIACH","OREO","57679879"
"ARTIACH","MARILAN","JACOBS","MCVITIES","OREO","57709953"
"NACIONAL","LAMBERTZ","NUTELLA","CHIPS.AHOY","DULCA","57749865"
"MARILAN","LA.BURGALESA","CHIPS.AHOY","SNAPPY","DU.BOIS.DE.LA.ROCHE","57759832"
"LAMBERTZ","CHIPS.AHOY","TRIUNFO","VIEIRA..DE.CASTRO","CARR.S","57779591"
"INSULAR","PROALIMENTAR","CHIPS.AHOY","LAMBERTZ","DU.BOIS.DE.LA.ROCHE","57799942"
"CARR.S","DELIPICK.","JACOBS","DAILIDOCE","CHIPS.AHOY","57889720"
"NACIONAL","OREO","BALCONI","TRIUNFO","SABOROSA","57919957"
"INSULAR","FLORBÚ","TRIUNFO","CHIPS.AHOY","BELVITA","57929694"
"FLORBÚ","CHIPS.AHOY","TRIUNFO","DAN.CAKE","DELIPICK.","58159858"
"OREO","LAMBERTZ","NACIONAL","NUTELLA","CHIPS.AHOY","58209836"
"FLORBÚ","NUTELLA","CHIPS.AHOY","LAMBERTZ","PROALIMENTAR","58309902"
"OREO","FLORBÚ","LAMBERTZ","INSULAR","FRUTOP","58309983"
"DELIPICK.","CHIPS.AHOY","LA.BURGALESA","FLORBÚ","VIEIRA..DE.CASTRO","58349654"
"BALCONI","CHIPS.AHOY","LAMBERTZ","JACOBS","DELIPICK.","58369810"
"NACIONAL","CHIPS.AHOY","CUETARA","ARTIACH","LA.BURGALESA","58389878"
"CHIPS.AHOY","FLORBÚ","SNAPPY","CARR.S","MCVITIES","58439884"
"BALCONI","OREO","MCVITIES","FRUTOP","GULLON","58489985"
"OREO","SABOROSA","FLORBÚ","INSULAR","DU.BOIS.DE.LA.ROCHE","58519636"
"PROALIMENTAR","NUTELLA","NACIONAL","CHIPS.AHOY","CUETARA","58529610"
"CUETARA","BALCONI","CHIPS.AHOY","MARILAN","PROALIMENTAR","58559816"
"OREO","SABOROSA","DU.BOIS.DE.LA.ROCHE","FRUTOP","NACIONAL","58719644"
"CHIPS.AHOY","INSULAR","CARR.S","PROALIMENTAR","FRUTOP","58769988"
"DISNEY","LAMBERTZ","CHIPS.AHOY","INSULAR","DU.BOIS.DE.LA.ROCHE","58809981"
"NACIONAL","CHIPS.AHOY","SABOROSA","BALCONI","LAMBERTZ","58889636"
"DISNEY","BALCONI","DELIPICK.","CHIPS.AHOY","INSULAR","58899766"
"OREO","NACIONAL","SABOROSA","DISNEY","INSULAR","58899896"
"CHIPS.AHOY","FRUTOP","JACOBS","DU.BOIS.DE.LA.ROCHE","INSULAR","58989946"
"OREO","SABOROSA","FRUTOP","LAMBERTZ","DELIPICK.","58999710"
"DAILIDOCE","LAMBERTZ","JACOBS","CHIPS.AHOY","SABOROSA","59059682"
"FILIPINOS","LAMBERTZ","CHIPS.AHOY","MILKA","JACOBS","59079912"
"CHIPS.AHOY","FLORBÚ","DISNEY","NACIONAL","MILKA","59089608"
"OREO","TUC","BALCONI","GULLON","MCVITIES","59149553"
"NACIONAL","TUC","DELIPICK.","LAMBERTZ","OREO","59179893"
"NACIONAL","BALCONI","LA.BURGALESA","CHIPS.AHOY","FRUTOP","59249576"
"DULCA","DISNEY","INSULAR","OREO","SNAPPY","59329765"
"DELIPICK.","FILIPINOS","FLORBÚ","CARR.S","CHIPS.AHOY","59369945"
"CUETARA","CHIPS.AHOY","CARR.S","NUTELLA","PROALIMENTAR","59369958"
"CHIPS.AHOY","DELIPICK.","FLORBÚ","CARR.S","TRIUNFO","59429956"
"CHIPS.AHOY","SNAPPY","BELVITA","CARR.S","FILIPINOS","59499720"
"FLORBÚ","CUETARA","MILKA","CHIPS.AHOY","NACIONAL","59509843"
"CHIPS.AHOY","BAHLSEN","FRUTOP","GULLON","SNAPPY","59599598"
"INSULAR","CHIPS.AHOY","LAMBERTZ","FLORBÚ","SABOROSA","59669797"
"FILIPINOS","FLORBÚ","DAN.CAKE","CHIPS.AHOY","DULCA","59689862"
"DISNEY","CUETARA","JACOBS","LAMBERTZ","OREO","59709872"
"NUTELLA","FLORBÚ","CHIPS.AHOY","NACIONAL","JACOBS","59719854"
"CARR.S","INSULAR","OREO","SNAPPY","DISNEY","59749760"
"CHIPS.AHOY","SNAPPY","BELVITA","DU.BOIS.DE.LA.ROCHE","INSULAR","59809919"
"LAMBERTZ","INSULAR","NACIONAL","LA.BURGALESA","OREO","59849516"
"CHIPS.AHOY","FLORBÚ","DELIPICK.","CUETARA","NACIONAL","59909971"
"FLORBÚ","CUETARA","CHIPS.AHOY","NACIONAL","ARTIACH","59969999"
"CHIPS.AHOY","DELIPICK.","CARR.S","FLORBÚ","PROALIMENTAR","60029755"
"TRIUNFO","BALCONI","OREO","SABOROSA","FRUTOP","60119643"
"CHIPS.AHOY","LAMBERTZ","NACIONAL","OREO","DELIPICK.","60179870"
"OREO","SABOROSA","FRUTOP","DU.BOIS.DE.LA.ROCHE","DISNEY","60259886"
"CUETARA","LAMBERTZ","CHIPS.AHOY","BAUDUCCO","DAN.CAKE","60309703"
"MCVITIES","INSULAR","TUC","OREO","BALCONI","60329807"
"FRUTOP","OREO","SABOROSA","DISNEY","NACIONAL","60329938"
"GULLON","INSULAR","LAMBERTZ","OREO","NACIONAL","60449806"
"NACIONAL","LAMBERTZ","BALCONI","CUETARA","CHIPS.AHOY","60549979"
"NACIONAL","CHIPS.AHOY","DELIPICK.","FLORBÚ","CARR.S","60559643"
"FRUTOP","LA.BURGALESA","CHIPS.AHOY","DAN.CAKE","LAMBERTZ","60589972"
"NACIONAL","INSULAR","LA.BURGALESA","OREO","ARTIACH","60749585"
"CHIPS.AHOY","CARR.S","SNAPPY","BELVITA","PROALIMENTAR","60829804"
"INSULAR","OREO","TUC","LAMBERTZ","PROALIMENTAR","60829822"
"NACIONAL","BALCONI","FRUTOP","FLORBÚ","CHIPS.AHOY","60889825"
"DU.BOIS.DE.LA.ROCHE","OREO","SABOROSA","DISNEY","LAMBERTZ","60889832"
"TRIUNFO","CHIPS.AHOY","LAMBERTZ","INSULAR","DAN.CAKE","60969802"
"SABOROSA","DU.BOIS.DE.LA.ROCHE","DAN.CAKE","OREO","DULCA","61039683"
"NACIONAL","FILIPINOS","SNAPPY","CARR.S","CHIPS.AHOY","61069852"
"TRIUNFO","OREO","FLORBÚ","INSULAR","LAMBERTZ","61079972"
"DU.BOIS.DE.LA.ROCHE","CHIPS.AHOY","SNAPPY","GULLON","BALCONI","61109732"
"FLORBÚ","CHIPS.AHOY","PROALIMENTAR","CARR.S","NACIONAL","61109941"
